dia;mes;año ;hora costo marginal;
3;5;2016;1;61.307
3;5;2016;2;61.307
3;5;2016;3;61.307
3;5;2016;4;61.307
3;5;2016;5;61.307
3;5;2016;6;61.307
3;5;2016;7;61.307
3;5;2016;8;65.9
3;5;2016;9;65.4
3;5;2016;10;65.55
3;5;2016;11;70.71
3;5;2016;12;70.71
3;5;2016;13;65.4
3;5;2016;14;65.65
3;5;2016;15;70.71
3;5;2016;16;70.71
3;5;2016;17;65.4
3;5;2016;18;61.56
3;5;2016;19;61.307
3;5;2016;20;61.307
3;5;2016;21;61.307
3;5;2016;22;61.307
3;5;2016;23;61.307
3;5;2016;24;61.307
4;5;2016;1;61.307
4;5;2016;2;58.1
4;5;2016;3;58.1
4;5;2016;4;61.307
4;5;2016;5;58.1
4;5;2016;6;58.1
4;5;2016;7;61.307
4;5;2016;8;67.84
4;5;2016;9;74.22
4;5;2016;10;74.22
4;5;2016;11;74.22
4;5;2016;12;74.22
4;5;2016;13;74.22
4;5;2016;14;74.22
4;5;2016;15;74.22
4;5;2016;16;74.22
4;5;2016;17;67.11
4;5;2016;18;65.23
4;5;2016;19;67.6
4;5;2016;20;67.11
4;5;2016;21;65.4
4;5;2016;22;63.94
4;5;2016;23;61.307
4;5;2016;24;61.307
5;5;2016;1;58.1
5;5;2016;2;57.13
5;5;2016;3;57.87
5;5;2016;4;57.13
5;5;2016;5;57.13
5;5;2016;6;58.1
5;5;2016;7;61.307
5;5;2016;8;61.307
5;5;2016;9;65.84
5;5;2016;10;74.215
5;5;2016;11;74.215
5;5;2016;12;74.215
5;5;2016;13;74.215
5;5;2016;14;74.215
5;5;2016;15;74.215
5;5;2016;16;74.215
5;5;2016;17;74.215
5;5;2016;18;66.09
5;5;2016;19;74.215
5;5;2016;20;74.215
5;5;2016;21;74.215
5;5;2016;22;74.215
5;5;2016;23;74.215
5;5;2016;24;65.25
6;5;2016;1;64.92
6;5;2016;2;64.92
6;5;2016;3;66.1
6;5;2016;4;68.19
6;5;2016;5;97.05
6;5;2016;6;89.6
6;5;2016;7;65.61
6;5;2016;8;65.23
6;5;2016;9;74.215
6;5;2016;10;74.215
6;5;2016;11;74.215
6;5;2016;12;74.215
6;5;2016;13;74.215
6;5;2016;14;74.215
6;5;2016;15;74.215
6;5;2016;16;74.215
6;5;2016;17;64.92
6;5;2016;18;61.307
6;5;2016;19;63.89
6;5;2016;20;65.23
6;5;2016;21;69.67
6;5;2016;22;97.05
6;5;2016;23;67.03
6;5;2016;24;61.307
7;5;2016;1;62.081
7;5;2016;2;62.081
7;5;2016;3;62.081
7;5;2016;4;62.081
7;5;2016;5;62.081
7;5;2016;6;62.081
7;5;2016;7;62.081
7;5;2016;8;62.081
7;5;2016;9;62.081
7;5;2016;10;62.081
7;5;2016;11;62.081
7;5;2016;12;62.081
7;5;2016;13;62.081
7;5;2016;14;62.081
7;5;2016;15;62.081
7;5;2016;16;62.081
7;5;2016;17;62.081
7;5;2016;18;62.081
7;5;2016;19;62.081
7;5;2016;20;61.385
7;5;2016;21;61.385
7;5;2016;22;61.385
7;5;2016;23;61.385
7;5;2016;24;61.382
8;5;2016;1;61.385
8;5;2016;2;61.385
8;5;2016;3;61.385
8;5;2016;4;61.385
8;5;2016;5;61.385
8;5;2016;6;61.385
8;5;2016;7;61.385
8;5;2016;8;61.385
8;5;2016;9;61.385
8;5;2016;10;61.385
8;5;2016;11;61.385
8;5;2016;12;60.96
8;5;2016;13;60.52
8;5;2016;14;60.52
8;5;2016;15;61.385
8;5;2016;16;61.385
8;5;2016;17;60.52
8;5;2016;18;60.52
8;5;2016;19;61.385
8;5;2016;20;61.385
8;5;2016;21;61.385
8;5;2016;22;63
8;5;2016;23;64.41
8;5;2016;24;61.385
9;5;2016;1;64.26
9;5;2016;2;61.385
9;5;2016;3;61.61
9;5;2016;4;61.96
9;5;2016;5;61.57
9;5;2016;6;61.385
9;5;2016;7;62.081
9;5;2016;8;62.081
9;5;2016;9;62.081
9;5;2016;10;62.081
9;5;2016;11;62.081
9;5;2016;12;62.081
9;5;2016;13;65.144
9;5;2016;14;65.298
9;5;2016;15;65.298
9;5;2016;16;62.081
9;5;2016;17;62.081
9;5;2016;18;61.561
9;5;2016;19;61.561
9;5;2016;20;61.561
9;5;2016;21;62.081
9;5;2016;22;61.561
9;5;2016;23;61.385
9;5;2016;24;61.385
10;5;2016;1;62.081
10;5;2016;2;61.69
10;5;2016;3;61.385
10;5;2016;4;61.385
10;5;2016;5;61.385
10;5;2016;6;61.385
10;5;2016;7;61.385
10;5;2016;8;61.561
10;5;2016;9;62.081
10;5;2016;10;67.451
10;5;2016;11;67.451
10;5;2016;12;67.451
10;5;2016;13;62.081
10;5;2016;14;62.081
10;5;2016;15;62.081
10;5;2016;16;62.081
10;5;2016;17;62.081
10;5;2016;18;62.081
10;5;2016;19;62.081
10;5;2016;20;62.081
10;5;2016;21;62.081
10;5;2016;22;62.081
10;5;2016;23;62.081
10;5;2016;24;62.081
11;5;2016;1;62.081
11;5;2016;2;62.081
11;5;2016;3;62.081
11;5;2016;4;62.081
11;5;2016;5;62.081
11;5;2016;6;62.081
11;5;2016;7;62.081
11;5;2016;8;65.41
11;5;2016;9;73.51
11;5;2016;10;127.16
11;5;2016;11;124.72
11;5;2016;12;126.56
11;5;2016;13;124.72
11;5;2016;14;124.72
11;5;2016;15;124.72
11;5;2016;16;127.22
11;5;2016;17;74.56
11;5;2016;18;62.081
11;5;2016;19;65.407
11;5;2016;20;67.409
11;5;2016;21;67.409
11;5;2016;22;67.409
11;5;2016;23;62.081
11;5;2016;24;62.081
12;5;2016;1;62.081
12;5;2016;2;62.081
12;5;2016;3;62.081
12;5;2016;4;62.081
12;5;2016;5;62.081
12;5;2016;6;62.081
12;5;2016;7;62.081
12;5;2016;8;65.407
12;5;2016;9;67.517
12;5;2016;10;140.12
12;5;2016;11;150.35
12;5;2016;12;128.8
12;5;2016;13;124.72
12;5;2016;14;124.72
12;5;2016;15;124.72
12;5;2016;16;124.72
12;5;2016;17;71.19
12;5;2016;18;62.081
12;5;2016;19;62.081
12;5;2016;20;62.081
12;5;2016;21;62.081
12;5;2016;22;62.081
12;5;2016;23;62.081
12;5;2016;24;62.081
13;5;2016;1;62.081
13;5;2016;2;62.081
13;5;2016;3;62.081
13;5;2016;4;62.081
13;5;2016;5;61.962
13;5;2016;6;61.962
13;5;2016;7;62.081
13;5;2016;8;62.081
13;5;2016;9;66.761
13;5;2016;10;71.01
13;5;2016;11;71.01
13;5;2016;12;71.01
13;5;2016;13;71.01
13;5;2016;14;71.14
13;5;2016;15;71.01
13;5;2016;16;67.594
13;5;2016;17;65.412
13;5;2016;18;62.081
13;5;2016;19;62.081
13;5;2016;20;62.081
13;5;2016;21;62.081
13;5;2016;22;62.081
13;5;2016;23;62.081
13;5;2016;24;62.081
14;5;2016;1;85.495
14;5;2016;2;70.823
14;5;2016;3;85.495
14;5;2016;4;70.823
14;5;2016;5;85.495
14;5;2016;6;85.495
14;5;2016;7;72.152
14;5;2016;8;85.495
14;5;2016;9;85.495
14;5;2016;10;85.495
14;5;2016;11;85.495
14;5;2016;12;85.495
14;5;2016;13;85.495
14;5;2016;14;85.495
14;5;2016;15;85.495
14;5;2016;16;85.495
14;5;2016;17;85.495
14;5;2016;18;85.495
14;5;2016;19;85.495
14;5;2016;20;85.495
14;5;2016;21;85.495
14;5;2016;22;85.495
14;5;2016;23;85.495
14;5;2016;24;71.482
15;5;2016;1;85.495
15;5;2016;2;85.495
15;5;2016;3;72.03
15;5;2016;4;85.495
15;5;2016;5;85.495
15;5;2016;6;85.495
15;5;2016;7;72.03
15;5;2016;8;85.495
15;5;2016;9;85.495
15;5;2016;10;85.495
15;5;2016;11;85.495
15;5;2016;12;85.495
15;5;2016;13;85.495
15;5;2016;14;85.495
15;5;2016;15;85.495
15;5;2016;16;85.495
15;5;2016;17;85.495
15;5;2016;18;85.495
15;5;2016;19;85.495
15;5;2016;20;85.495
15;5;2016;21;85.495
15;5;2016;22;85.495
15;5;2016;23;85.495
15;5;2016;24;85.495
16;5;2016;1;85.495
16;5;2016;2;70.823
16;5;2016;3;70.823
16;5;2016;4;85.495
16;5;2016;5;85.495
16;5;2016;6;85.495
16;5;2016;7;85.495
16;5;2016;8;85.495
16;5;2016;9;85.495
16;5;2016;10;149.55
16;5;2016;11;172.15
16;5;2016;12;141.95
16;5;2016;13;85.495
16;5;2016;14;85.495
16;5;2016;15;85.495
16;5;2016;16;85.495
16;5;2016;17;85.495
16;5;2016;18;85.495
16;5;2016;19;70.823
16;5;2016;20;70.823
16;5;2016;21;70.823
16;5;2016;22;70.823
16;5;2016;23;70.823
16;5;2016;24;70.823
17;5;2016;1;71.21
17;5;2016;2;70.757
17;5;2016;3;70.757
17;5;2016;4;70.757
17;5;2016;5;70.95
17;5;2016;6;70.852
17;5;2016;7;71.11
17;5;2016;8;85.495
17;5;2016;9;85.495
17;5;2016;10;85.495
17;5;2016;11;85.495
17;5;2016;12;85.495
17;5;2016;13;85.495
17;5;2016;14;85.495
17;5;2016;15;85.495
17;5;2016;16;85.495
17;5;2016;17;85.495
17;5;2016;18;85.495
17;5;2016;19;85.495
17;5;2016;20;85.495
17;5;2016;21;85.495
17;5;2016;22;85.495
17;5;2016;23;85.495
17;5;2016;24;85.495
18;5;2016;1;85.495
18;5;2016;2;72.055
18;5;2016;3;70.662
18;5;2016;4;70.662
18;5;2016;5;72.055
18;5;2016;6;72.055
18;5;2016;7;85.495
18;5;2016;8;85.495
18;5;2016;9;85.495
18;5;2016;10;85.495
18;5;2016;11;85.495
18;5;2016;12;85.495
18;5;2016;13;85.495
18;5;2016;14;85.495
18;5;2016;15;85.495
18;5;2016;16;85.495
18;5;2016;17;85.495
18;5;2016;18;85.495
18;5;2016;19;85.495
18;5;2016;20;85.495
18;5;2016;21;85.495
18;5;2016;22;85.495
18;5;2016;23;72.055
18;5;2016;24;67.278
19;5;2016;1;65.81
19;5;2016;2;70.66
19;5;2016;3;71.29
19;5;2016;4;70.826
19;5;2016;5;70.826
19;5;2016;6;85.495
19;5;2016;7;85.495
19;5;2016;8;85.495
19;5;2016;9;85.495
19;5;2016;10;85.495
19;5;2016;11;85.495
19;5;2016;12;85.495
19;5;2016;13;85.495
19;5;2016;14;85.495
19;5;2016;15;85.495
19;5;2016;16;85.495
19;5;2016;17;70.826
19;5;2016;18;70.826
19;5;2016;19;70.826
19;5;2016;20;70.826
19;5;2016;21;70.826
19;5;2016;22;70.573
19;5;2016;23;70.573
19;5;2016;24;70.826
20;5;2016;1;85.495
20;5;2016;2;85.495
20;5;2016;3;85.495
20;5;2016;4;85.495
20;5;2016;5;85.495
20;5;2016;6;85.495
20;5;2016;7;85.495
20;5;2016;8;85.495
20;5;2016;9;85.495
20;5;2016;10;85.495
20;5;2016;11;85.495
20;5;2016;12;85.495
20;5;2016;13;85.495
20;5;2016;14;85.495
20;5;2016;15;85.495
20;5;2016;16;85.495
20;5;2016;17;85.495
20;5;2016;18;85.495
20;5;2016;19;85.495
20;5;2016;20;85.495
20;5;2016;21;85.495
20;5;2016;22;85.495
20;5;2016;23;85.495
20;5;2016;24;85.495
21;5;2016;1;76.586
21;5;2016;2;76.586
21;5;2016;3;76.586
21;5;2016;4;76.586
21;5;2016;5;76.586
21;5;2016;6;76.586
21;5;2016;7;76.586
21;5;2016;8;76.586
21;5;2016;9;76.586
21;5;2016;10;76.586
21;5;2016;11;76.586
21;5;2016;12;76.586
21;5;2016;13;76.434
21;5;2016;14;72.546
21;5;2016;15;70.292
21;5;2016;16;72.055
21;5;2016;17;76.586
21;5;2016;18;76.434
21;5;2016;19;76.586
21;5;2016;20;76.586
21;5;2016;21;76.586
21;5;2016;22;76.586
21;5;2016;23;76.586
21;5;2016;24;76.586
22;5;2016;1;76.586
22;5;2016;2;76.586
22;5;2016;3;76.586
22;5;2016;4;76.586
22;5;2016;5;76.586
22;5;2016;6;76.586
22;5;2016;7;76.586
22;5;2016;8;76.586
22;5;2016;9;72.48
22;5;2016;10;75.45
22;5;2016;11;71.13
22;5;2016;12;73.38
22;5;2016;13;73.43
22;5;2016;14;83.58
22;5;2016;15;70.19
22;5;2016;16;77.06
22;5;2016;17;72.624
22;5;2016;18;72.624
22;5;2016;19;74.99
22;5;2016;20;76.45
22;5;2016;21;76.45
22;5;2016;22;76.45
22;5;2016;23;74.59
22;5;2016;24;74.97
23;5;2016;1;71.19
23;5;2016;2;76.452
23;5;2016;3;75.999
23;5;2016;4;76.586
23;5;2016;5;76.586
23;5;2016;6;76.586
23;5;2016;7;76.586
23;5;2016;8;76.586
23;5;2016;9;76.586
23;5;2016;10;76.586
23;5;2016;11;76.586
23;5;2016;12;76.586
23;5;2016;13;76.586
23;5;2016;14;76.586
23;5;2016;15;76.586
23;5;2016;16;76.586
23;5;2016;17;76.586
23;5;2016;18;76.586
23;5;2016;19;76.586
23;5;2016;20;76.586
23;5;2016;21;76.586
23;5;2016;22;76.586
23;5;2016;23;76.586
23;5;2016;24;76.586
24;5;2016;1;76.586
24;5;2016;2;76.586
24;5;2016;3;76.586
24;5;2016;4;76.586
24;5;2016;5;76.586
24;5;2016;6;76.586
24;5;2016;7;76.586
24;5;2016;8;76.586
24;5;2016;9;76.586
24;5;2016;10;76.586
24;5;2016;11;76.586
24;5;2016;12;76.586
24;5;2016;13;76.586
24;5;2016;14;76.586
24;5;2016;15;76.586
24;5;2016;16;76.586
24;5;2016;17;76.586
24;5;2016;18;76.586
24;5;2016;19;76.586
24;5;2016;20;76.586
24;5;2016;21;76.586
24;5;2016;22;76.586
24;5;2016;23;76.586
24;5;2016;24;76.586
25;5;2016;1;76.586
25;5;2016;2;76.586
25;5;2016;3;76.586
25;5;2016;4;76.586
25;5;2016;5;76.586
25;5;2016;6;76.586
25;5;2016;7;76.586
25;5;2016;8;76.586
25;5;2016;9;76.586
25;5;2016;10;76.586
25;5;2016;11;189.74
25;5;2016;12;193.59
25;5;2016;13;76.586
25;5;2016;14;76.586
25;5;2016;15;76.586
25;5;2016;16;76.586
25;5;2016;17;76.586
25;5;2016;18;76.586
25;5;2016;19;76.586
25;5;2016;20;76.586
25;5;2016;21;76.586
25;5;2016;22;76.586
25;5;2016;23;76.586
25;5;2016;24;76.36
26;5;2016;1;76.311
26;5;2016;2;74.336
26;5;2016;3;66.771
26;5;2016;4;66.771
26;5;2016;5;99.37
26;5;2016;6;66.771
26;5;2016;7;74.29
26;5;2016;8;74.44
26;5;2016;9;72.09
26;5;2016;10;73.144
26;5;2016;11;73.144
26;5;2016;12;73.144
26;5;2016;13;73.144
26;5;2016;14;73.144
26;5;2016;15;73.144
26;5;2016;16;73.144
26;5;2016;17;74.336
26;5;2016;18;73.144
26;5;2016;19;73.144
26;5;2016;20;73.144
26;5;2016;21;73.144
26;5;2016;22;73.144
26;5;2016;23;73.144
26;5;2016;24;73.144
27;5;2016;1;66.771
27;5;2016;2;66.771
27;5;2016;3;66.771
27;5;2016;4;66.771
27;5;2016;5;66.771
27;5;2016;6;66.771
27;5;2016;7;66.771
27;5;2016;8;66.771
27;5;2016;9;76.3
27;5;2016;10;76.586
27;5;2016;11;76.586
27;5;2016;12;76.586
27;5;2016;13;76.586
27;5;2016;14;76.586
27;5;2016;15;76.586
27;5;2016;16;76.586
27;5;2016;17;72.841
27;5;2016;18;69.94
27;5;2016;19;74.534
27;5;2016;20;76.157
27;5;2016;21;76.549
27;5;2016;22;74.534
27;5;2016;23;70.16
27;5;2016;24;66.771
28;5;2016;1;72.96
28;5;2016;2;72.96
28;5;2016;3;69.08
28;5;2016;4;69.08
28;5;2016;5;69.08
28;5;2016;6;69.08
28;5;2016;7;69.08
28;5;2016;8;69.08
28;5;2016;9;72.96
28;5;2016;10;72.96
28;5;2016;11;72.96
28;5;2016;12;72.96
28;5;2016;13;72.96
28;5;2016;14;72.96
28;5;2016;15;72.96
28;5;2016;16;72.96
28;5;2016;17;72.96
28;5;2016;18;69.08
28;5;2016;19;72.96
28;5;2016;20;72.96
28;5;2016;21;69.08
28;5;2016;22;69.08
28;5;2016;23;65.836
28;5;2016;24;65.878
29;5;2016;1;67.6
29;5;2016;2;72.71
29;5;2016;3;75.8
29;5;2016;4;80.16
29;5;2016;5;64.78
29;5;2016;6;67.53
29;5;2016;7;65.32
29;5;2016;8;68.7
29;5;2016;9;76.73
29;5;2016;10;68.17
29;5;2016;11;65.43
29;5;2016;12;65.43
29;5;2016;13;66.76
29;5;2016;14;65.1
29;5;2016;15;65.22
29;5;2016;16;64.89
29;5;2016;17;86.6
29;5;2016;18;66.61
29;5;2016;19;72.96
29;5;2016;20;72.96
29;5;2016;21;72.96
29;5;2016;22;72.96
29;5;2016;23;69.08
29;5;2016;24;66.25
30;5;2016;1;64.9
30;5;2016;2;65.43
30;5;2016;3;65.43
30;5;2016;4;65.8
30;5;2016;5;65.43
30;5;2016;6;65.43
30;5;2016;7;65.84
30;5;2016;8;65.84
30;5;2016;9;72.96
30;5;2016;10;75.12
30;5;2016;11;75.72
30;5;2016;12;75.72
30;5;2016;13;75.72
30;5;2016;14;75.72
30;5;2016;15;75.72
30;5;2016;16;75.72
30;5;2016;17;72.96
30;5;2016;18;72.96
30;5;2016;19;69.08
30;5;2016;20;69.08
30;5;2016;21;65.84
30;5;2016;22;66.36
30;5;2016;23;70.45
30;5;2016;24;65.65
31;5;2016;1;83.57
31;5;2016;2;53.437
31;5;2016;3;63.87
31;5;2016;4;63.87
31;5;2016;5;63.87
31;5;2016;6;63.87
31;5;2016;7;63.87
31;5;2016;8;64.83
31;5;2016;9;72.96
31;5;2016;10;72.96
31;5;2016;11;72.96
31;5;2016;12;68.85
31;5;2016;13;68.85
31;5;2016;14;68.85
31;5;2016;15;75.13
31;5;2016;16;68.85
31;5;2016;17;72.96
31;5;2016;18;68.85
31;5;2016;19;65.45
31;5;2016;20;65.45
31;5;2016;21;65.45
31;5;2016;22;53.437
31;5;2016;23;53.437
31;5;2016;24;85.42
1;6;2016;1;0
1;6;2016;2;0
1;6;2016;3;0
1;6;2016;4;0
1;6;2016;5;0
1;6;2016;6;0
1;6;2016;7;0
1;6;2016;8;79.17
1;6;2016;9;65.75
1;6;2016;10;68.85
1;6;2016;11;69.08
1;6;2016;12;69.08
1;6;2016;13;69.08
1;6;2016;14;69.08
1;6;2016;15;69.08
1;6;2016;16;69.08
1;6;2016;17;64.83
1;6;2016;18;71.85
1;6;2016;19;64.83
1;6;2016;20;63.98
1;6;2016;21;64.08
1;6;2016;22;53.44
1;6;2016;23;0
1;6;2016;24;0
2;6;2016;1;0
2;6;2016;2;0
2;6;2016;3;0
2;6;2016;4;0
2;6;2016;5;0
2;6;2016;6;0
2;6;2016;7;0
2;6;2016;8;79.17
2;6;2016;9;93.48
2;6;2016;10;69.08
2;6;2016;11;72.96
2;6;2016;12;72.96
2;6;2016;13;72.96
2;6;2016;14;72.96
2;6;2016;15;72.96
2;6;2016;16;72.96
2;6;2016;17;65.43
2;6;2016;18;64.59
2;6;2016;19;64.59
2;6;2016;20;64.59
2;6;2016;21;64.59
2;6;2016;22;63.9
2;6;2016;23;53.437
2;6;2016;24;0
3;6;2016;1;0
3;6;2016;2;0
3;6;2016;3;0
3;6;2016;4;0
3;6;2016;5;0
3;6;2016;6;0
3;6;2016;7;0
3;6;2016;8;53.437
3;6;2016;9;64.23
3;6;2016;10;63.94
3;6;2016;11;66.1
3;6;2016;12;66.32
3;6;2016;13;63.94
3;6;2016;14;65.38
3;6;2016;15;64.83
3;6;2016;16;65.32
3;6;2016;17;65.18
3;6;2016;18;53.44
3;6;2016;19;53.44
3;6;2016;20;64.01
3;6;2016;21;64.01
3;6;2016;22;53.44
3;6;2016;23;0
3;6;2016;24;0
4;6;2016;1;0
4;6;2016;2;0
4;6;2016;3;0
4;6;2016;4;0
4;6;2016;5;0
4;6;2016;6;0
4;6;2016;7;0
4;6;2016;8;49.425
4;6;2016;9;57.197
4;6;2016;10;57.197
4;6;2016;11;57.197
4;6;2016;12;57.197
4;6;2016;13;57.197
4;6;2016;14;61.5
4;6;2016;15;61.5
4;6;2016;16;61.5
4;6;2016;17;57.197
4;6;2016;18;61.5
4;6;2016;19;61.5
4;6;2016;20;61.5
4;6;2016;21;61.5
4;6;2016;22;61.5
4;6;2016;23;61.5
4;6;2016;24;61.5
5;6;2016;1;57.197
5;6;2016;2;48.786
5;6;2016;3;48.786
5;6;2016;4;48.786
5;6;2016;5;48.786
5;6;2016;6;48.786
5;6;2016;7;48.786
5;6;2016;8;48.786
5;6;2016;9;48.786
5;6;2016;10;57.197
5;6;2016;11;61.5
5;6;2016;12;61.5
5;6;2016;13;61.5
5;6;2016;14;61.5
5;6;2016;15;61.5
5;6;2016;16;61.5
5;6;2016;17;61.5
5;6;2016;18;61.5
5;6;2016;19;61.5
5;6;2016;20;61.5
5;6;2016;21;61.5
5;6;2016;22;61.5
5;6;2016;23;61.5
5;6;2016;24;57.197
6;6;2016;1;49.24
6;6;2016;2;49.24
6;6;2016;3;48.97
6;6;2016;4;52.68
6;6;2016;5;52.68
6;6;2016;6;49.35
6;6;2016;7;57.2
6;6;2016;8;61.49
6;6;2016;9;64.82
6;6;2016;10;65.426
6;6;2016;11;65.426
6;6;2016;12;65.426
6;6;2016;13;65.426
6;6;2016;14;65.426
6;6;2016;15;65.426
6;6;2016;16;65.426
6;6;2016;17;64.56
6;6;2016;18;61.47
6;6;2016;19;61.47
6;6;2016;20;61.47
6;6;2016;21;61.47
6;6;2016;22;61.47
6;6;2016;23;61.47
6;6;2016;24;57.197
7;6;2016;1;0
7;6;2016;2;0
7;6;2016;3;0
7;6;2016;4;0
7;6;2016;5;0
7;6;2016;6;0
7;6;2016;7;0
7;6;2016;8;57.197
7;6;2016;9;61.47
7;6;2016;10;61.47
7;6;2016;11;61.47
7;6;2016;12;61.47
7;6;2016;13;65.426
7;6;2016;14;64.815
7;6;2016;15;65.426
7;6;2016;16;64.815
7;6;2016;17;64.564
7;6;2016;18;61.47
7;6;2016;19;61.47
7;6;2016;20;61.47
7;6;2016;21;61.47
7;6;2016;22;61.47
7;6;2016;23;61.47
7;6;2016;24;61.47
8;6;2016;1;53.499
8;6;2016;2;0
8;6;2016;3;0
8;6;2016;4;0
8;6;2016;5;0
8;6;2016;6;0
8;6;2016;7;0
8;6;2016;8;61.47
8;6;2016;9;61.47
8;6;2016;10;61.47
8;6;2016;11;64.812
8;6;2016;12;65.426
8;6;2016;13;64.812
8;6;2016;14;65.426
8;6;2016;15;65.426
8;6;2016;16;64.812
8;6;2016;17;64.81
8;6;2016;18;61.47
8;6;2016;19;61.47
8;6;2016;20;61.47
8;6;2016;21;61.47
8;6;2016;22;61.47
8;6;2016;23;61.47
8;6;2016;24;57.197
9;6;2016;1;0
9;6;2016;2;0
9;6;2016;3;0
9;6;2016;4;0
9;6;2016;5;0
9;6;2016;6;0
9;6;2016;7;57.197
9;6;2016;8;61.47
9;6;2016;9;61.47
9;6;2016;10;61.47
9;6;2016;11;64.815
9;6;2016;12;65.426
9;6;2016;13;64.815
9;6;2016;14;65.426
9;6;2016;15;65.426
9;6;2016;16;65.426
9;6;2016;17;61.47
9;6;2016;18;61.47
9;6;2016;19;61.47
9;6;2016;20;61.47
9;6;2016;21;61.47
9;6;2016;22;61.47
9;6;2016;23;61.47
9;6;2016;24;64.552
10;6;2016;1;57.197
10;6;2016;2;0
10;6;2016;3;0
10;6;2016;4;0
10;6;2016;5;0
10;6;2016;6;0
10;6;2016;7;0
10;6;2016;8;61.47
10;6;2016;9;61.47
10;6;2016;10;61.47
10;6;2016;11;61.47
10;6;2016;12;61.47
10;6;2016;13;61.47
10;6;2016;14;61.47
10;6;2016;15;61.47
10;6;2016;16;61.47
10;6;2016;17;61.47
10;6;2016;18;61.47
10;6;2016;19;61.47
10;6;2016;20;61.47
10;6;2016;21;61.47
10;6;2016;22;61.47
10;6;2016;23;61.47
10;6;2016;24;57.197
11;6;2016;1;57.726
11;6;2016;2;57.726
11;6;2016;3;57.726
11;6;2016;4;57.726
11;6;2016;5;57.726
11;6;2016;6;57.726
11;6;2016;7;52.194
11;6;2016;8;59.467
11;6;2016;9;59.467
11;6;2016;10;64.211
11;6;2016;11;64.211
11;6;2016;12;64.211
11;6;2016;13;64.211
11;6;2016;14;64.211
11;6;2016;15;64.211
11;6;2016;16;64.211
11;6;2016;17;64.211
11;6;2016;18;64.211
11;6;2016;19;64.211
11;6;2016;20;64.211
11;6;2016;21;64.211
11;6;2016;22;64.211
11;6;2016;23;59.467
11;6;2016;24;59.467
12;6;2016;1;57.726
12;6;2016;2;57.726
12;6;2016;3;57.726
12;6;2016;4;57.726
12;6;2016;5;50.91
12;6;2016;6;50.91
12;6;2016;7;0
12;6;2016;8;57.726
12;6;2016;9;57.726
12;6;2016;10;57.726
12;6;2016;11;57.726
12;6;2016;12;57.726
12;6;2016;13;57.726
12;6;2016;14;57.726
12;6;2016;15;57.726
12;6;2016;16;57.726
12;6;2016;17;57.726
12;6;2016;18;57.726
12;6;2016;19;59.467
12;6;2016;20;59.467
12;6;2016;21;59.467
12;6;2016;22;59.467
12;6;2016;23;59.467
12;6;2016;24;59.467
13;6;2016;1;57.726
13;6;2016;2;57.726
13;6;2016;3;59.467
13;6;2016;4;57.726
13;6;2016;5;57.726
13;6;2016;6;59.467
13;6;2016;7;59.467
13;6;2016;8;64.211
13;6;2016;9;66.413
13;6;2016;10;66.413
13;6;2016;11;66.413
13;6;2016;12;66.413
13;6;2016;13;66.413
13;6;2016;14;66.413
13;6;2016;15;68.85
13;6;2016;16;64.211
13;6;2016;17;64.211
13;6;2016;18;64.211
13;6;2016;19;64.211
13;6;2016;20;64.211
13;6;2016;21;64.211
13;6;2016;22;64.211
13;6;2016;23;64.211
13;6;2016;24;59.467
14;6;2016;1;59.467
14;6;2016;2;57.726
14;6;2016;3;57.726
14;6;2016;4;57.726
14;6;2016;5;57.726
14;6;2016;6;59.467
14;6;2016;7;64.211
14;6;2016;8;64.211
14;6;2016;9;64.211
14;6;2016;10;66.413
14;6;2016;11;66.936
14;6;2016;12;66.936
14;6;2016;13;66.936
14;6;2016;14;66.413
14;6;2016;15;65.361
14;6;2016;16;65.361
14;6;2016;17;64.211
14;6;2016;18;64.211
14;6;2016;19;64.211
14;6;2016;20;64.211
14;6;2016;21;64.211
14;6;2016;22;59.467
14;6;2016;23;59.467
14;6;2016;24;57.726
15;6;2016;1;52.23
15;6;2016;2;53.7
15;6;2016;3;55.11
15;6;2016;4;53.9
15;6;2016;5;52.87
15;6;2016;6;57.73
15;6;2016;7;57.73
15;6;2016;8;64.211
15;6;2016;9;64.211
15;6;2016;10;64.211
15;6;2016;11;64.211
15;6;2016;12;64.211
15;6;2016;13;64.211
15;6;2016;14;64.211
15;6;2016;15;64.211
15;6;2016;16;64.211
15;6;2016;17;64.211
15;6;2016;18;64.211
15;6;2016;19;64.211
15;6;2016;20;64.211
15;6;2016;21;64.211
15;6;2016;22;64.211
15;6;2016;23;64.211
15;6;2016;24;64.211
16;6;2016;1;59.467
16;6;2016;2;59.467
16;6;2016;3;59.467
16;6;2016;4;69.29
16;6;2016;5;66.28
16;6;2016;6;64.211
16;6;2016;7;64.211
16;6;2016;8;64.211
16;6;2016;9;64.211
16;6;2016;10;66.41
16;6;2016;11;66.92
16;6;2016;12;70.27
16;6;2016;13;67.48
16;6;2016;14;67.45
16;6;2016;15;70.82
16;6;2016;16;71.17
16;6;2016;17;68.45
16;6;2016;18;64.211
16;6;2016;19;64.211
16;6;2016;20;64.211
16;6;2016;21;64.211
16;6;2016;22;64.211
16;6;2016;23;64.211
16;6;2016;24;59.467
17;6;2016;1;59.467
17;6;2016;2;59.467
17;6;2016;3;59.467
17;6;2016;4;59.467
