dia;mes;año ;hora costo marginal;
9;1;2018;12;0
9;1;2018;13;0
9;1;2018;14;0
9;1;2018;15;0
9;1;2018;16;0
9;1;2018;17;0
9;1;2018;18;0
9;1;2018;19;0
9;1;2018;20;0
9;1;2018;21;0
9;1;2018;22;0
9;1;2018;23;0
9;1;2018;24;0
10;1;2018;1;0
10;1;2018;2;0
10;1;2018;3;0
10;1;2018;4;0
10;1;2018;5;0
10;1;2018;6;0
10;1;2018;7;0
10;1;2018;8;0
10;1;2018;9;0
10;1;2018;10;0
10;1;2018;11;0
10;1;2018;12;0
10;1;2018;13;0
10;1;2018;14;0
10;1;2018;15;0
10;1;2018;16;0
10;1;2018;17;0
10;1;2018;18;0
10;1;2018;19;0
10;1;2018;20;0
10;1;2018;21;0
10;1;2018;22;0
10;1;2018;23;0
10;1;2018;24;0
11;1;2018;1;0
11;1;2018;2;0
11;1;2018;3;0
11;1;2018;4;0
11;1;2018;5;0
11;1;2018;6;0
11;1;2018;7;0
11;1;2018;8;0
11;1;2018;9;0
11;1;2018;10;0
11;1;2018;11;0
11;1;2018;12;0
11;1;2018;13;0
11;1;2018;14;0
11;1;2018;15;0
11;1;2018;16;0
11;1;2018;17;0
11;1;2018;18;0
11;1;2018;19;0
11;1;2018;20;0
11;1;2018;21;0
11;1;2018;22;0
11;1;2018;23;0
11;1;2018;24;0
12;1;2018;1;0
12;1;2018;2;0
12;1;2018;3;0
12;1;2018;4;0
12;1;2018;5;0
12;1;2018;6;0
12;1;2018;7;0
12;1;2018;8;0
12;1;2018;9;0
12;1;2018;10;0
12;1;2018;11;0
12;1;2018;12;0
12;1;2018;13;0
12;1;2018;14;0
12;1;2018;15;0
12;1;2018;16;0
12;1;2018;17;0
12;1;2018;18;0
12;1;2018;19;0
12;1;2018;20;0
12;1;2018;21;87.29
12;1;2018;22;84.065
12;1;2018;23;0
12;1;2018;24;0
13;1;2018;1;0
13;1;2018;2;0
13;1;2018;3;0
13;1;2018;4;0
13;1;2018;5;0
13;1;2018;6;0
13;1;2018;7;0
13;1;2018;8;0
13;1;2018;9;78.339
13;1;2018;10;85.262
13;1;2018;11;91.919
13;1;2018;12;88.426
13;1;2018;13;85.262
13;1;2018;14;88.426
13;1;2018;15;88.426
13;1;2018;16;85.262
13;1;2018;17;85.262
13;1;2018;18;85.262
13;1;2018;19;88.426
13;1;2018;20;88.426
13;1;2018;21;88.426
13;1;2018;22;77.724
13;1;2018;23;77.97
13;1;2018;24;0
14;1;2018;1;0
14;1;2018;2;0
14;1;2018;3;0
14;1;2018;4;0
14;1;2018;5;0
14;1;2018;6;0
14;1;2018;7;0
14;1;2018;8;0
14;1;2018;9;0
14;1;2018;10;0
14;1;2018;11;0
14;1;2018;12;0
14;1;2018;13;0
14;1;2018;14;0
14;1;2018;15;0
14;1;2018;16;0
14;1;2018;17;0
14;1;2018;18;0
14;1;2018;19;0
14;1;2018;20;0
14;1;2018;21;0
14;1;2018;22;0
14;1;2018;23;0
14;1;2018;24;0
15;1;2018;1;0
15;1;2018;2;0
15;1;2018;3;0
15;1;2018;4;0
15;1;2018;5;0
15;1;2018;6;0
15;1;2018;7;0
15;1;2018;8;0
15;1;2018;9;77.79
15;1;2018;10;77.94
15;1;2018;11;88.426
15;1;2018;12;91.919
15;1;2018;13;88.426
15;1;2018;14;91.919
15;1;2018;15;91.919
15;1;2018;16;91.919
15;1;2018;17;88.426
15;1;2018;18;80.87
15;1;2018;19;85.262
15;1;2018;20;85.262
15;1;2018;21;85.262
15;1;2018;22;77.673
15;1;2018;23;0
15;1;2018;24;0
16;1;2018;1;0
16;1;2018;2;0
16;1;2018;3;0
16;1;2018;4;0
16;1;2018;5;0
16;1;2018;6;0
16;1;2018;7;0
16;1;2018;8;0
16;1;2018;9;0
16;1;2018;10;0
16;1;2018;11;0
16;1;2018;12;0
16;1;2018;13;0
16;1;2018;14;0
16;1;2018;15;0
16;1;2018;16;0
16;1;2018;17;0
16;1;2018;18;0
16;1;2018;19;0
16;1;2018;20;0
16;1;2018;21;0
16;1;2018;22;0
16;1;2018;23;0
16;1;2018;24;0
17;1;2018;1;0
17;1;2018;2;0
17;1;2018;3;0
17;1;2018;4;0
17;1;2018;5;0
17;1;2018;6;0
17;1;2018;7;0
17;1;2018;8;0
17;1;2018;9;0
17;1;2018;10;0
17;1;2018;11;0
17;1;2018;12;0
17;1;2018;13;0
17;1;2018;14;0
17;1;2018;15;0
17;1;2018;16;0
17;1;2018;17;0
17;1;2018;18;0
17;1;2018;19;0
17;1;2018;20;0
17;1;2018;21;0
17;1;2018;22;0
17;1;2018;23;0
17;1;2018;24;0
18;1;2018;1;0
18;1;2018;2;0
18;1;2018;3;0
18;1;2018;4;0
18;1;2018;5;0
18;1;2018;6;0
18;1;2018;7;0
18;1;2018;8;0
18;1;2018;9;85.262
18;1;2018;10;85.262
18;1;2018;11;88.426
18;1;2018;12;88.426
18;1;2018;13;88.426
18;1;2018;14;87.29
18;1;2018;15;88.426
18;1;2018;16;88.426
18;1;2018;17;88.426
18;1;2018;18;88.426
18;1;2018;19;88.426
18;1;2018;20;88.426
18;1;2018;21;85.262
18;1;2018;22;79.53
18;1;2018;23;0
18;1;2018;24;0
19;1;2018;1;0
19;1;2018;2;0
19;1;2018;3;0
19;1;2018;4;0
19;1;2018;5;0
19;1;2018;6;0
19;1;2018;7;0
19;1;2018;8;79.37
19;1;2018;9;85.262
19;1;2018;10;88.426
19;1;2018;11;91.919
19;1;2018;12;91.919
19;1;2018;13;95.816
19;1;2018;14;95.816
19;1;2018;15;95.816
19;1;2018;16;91.919
19;1;2018;17;91.919
19;1;2018;18;88.426
19;1;2018;19;88.426
19;1;2018;20;88.426
19;1;2018;21;87.291
19;1;2018;22;77.941
19;1;2018;23;77.941
19;1;2018;24;77.673
20;1;2018;1;0
20;1;2018;2;0
20;1;2018;3;0
20;1;2018;4;0
20;1;2018;5;0
20;1;2018;6;0
20;1;2018;7;0
20;1;2018;8;0
20;1;2018;9;0
20;1;2018;10;0
20;1;2018;11;0
20;1;2018;12;0
20;1;2018;13;0
20;1;2018;14;0
20;1;2018;15;0
20;1;2018;16;0
20;1;2018;17;0
20;1;2018;18;0
20;1;2018;19;0
20;1;2018;20;0
20;1;2018;21;0
20;1;2018;22;0
20;1;2018;23;0
20;1;2018;24;0
21;1;2018;1;0
21;1;2018;2;0
21;1;2018;3;0
21;1;2018;4;0
21;1;2018;5;0
21;1;2018;6;0
21;1;2018;7;0
21;1;2018;8;0
21;1;2018;9;0
21;1;2018;10;0
21;1;2018;11;0
21;1;2018;12;0
21;1;2018;13;0
21;1;2018;14;0
21;1;2018;15;0
21;1;2018;16;0
21;1;2018;17;0
21;1;2018;18;0
21;1;2018;19;0
21;1;2018;20;0
21;1;2018;21;0
21;1;2018;22;0
21;1;2018;23;0
21;1;2018;24;0
22;1;2018;1;0
22;1;2018;2;0
22;1;2018;3;0
22;1;2018;4;0
22;1;2018;5;0
22;1;2018;6;0
22;1;2018;7;0
22;1;2018;8;0
22;1;2018;9;0
22;1;2018;10;0
22;1;2018;11;0
22;1;2018;12;0
22;1;2018;13;0
22;1;2018;14;0
22;1;2018;15;0
22;1;2018;16;0
22;1;2018;17;0
22;1;2018;18;0
22;1;2018;19;0
22;1;2018;20;0
22;1;2018;21;0
22;1;2018;22;0
22;1;2018;23;0
22;1;2018;24;0
23;1;2018;1;0
23;1;2018;2;0
23;1;2018;3;0
23;1;2018;4;0
23;1;2018;5;0
23;1;2018;6;0
23;1;2018;7;0
23;1;2018;8;0
23;1;2018;9;0
23;1;2018;10;0
23;1;2018;11;0
23;1;2018;12;0
23;1;2018;13;0
23;1;2018;14;77.996
23;1;2018;15;81.617
23;1;2018;16;80.604
23;1;2018;17;0
23;1;2018;18;0
23;1;2018;19;0
23;1;2018;20;0
23;1;2018;21;0
23;1;2018;22;0
23;1;2018;23;0
23;1;2018;24;0
24;1;2018;1;0
24;1;2018;2;0
24;1;2018;3;0
24;1;2018;4;0
24;1;2018;5;0
24;1;2018;6;0
24;1;2018;7;0
24;1;2018;8;0
24;1;2018;9;0
24;1;2018;10;0
24;1;2018;11;0
24;1;2018;12;0
24;1;2018;13;0
24;1;2018;14;0
24;1;2018;15;82.239
24;1;2018;16;85.889
24;1;2018;17;0
24;1;2018;18;0
24;1;2018;19;0
24;1;2018;20;0
24;1;2018;21;0
24;1;2018;22;0
24;1;2018;23;0
24;1;2018;24;0
25;1;2018;1;0
25;1;2018;2;0
25;1;2018;3;0
25;1;2018;4;0
25;1;2018;5;0
25;1;2018;6;0
25;1;2018;7;0
25;1;2018;8;0
25;1;2018;9;0
25;1;2018;10;0
25;1;2018;11;0
25;1;2018;12;0
25;1;2018;13;0
25;1;2018;14;0
25;1;2018;15;0
25;1;2018;16;0
25;1;2018;17;0
25;1;2018;18;0
25;1;2018;19;0
25;1;2018;20;0
25;1;2018;21;0
25;1;2018;22;0
25;1;2018;23;0
25;1;2018;24;0
26;1;2018;1;0
26;1;2018;2;0
26;1;2018;3;0
26;1;2018;4;0
26;1;2018;5;0
26;1;2018;6;0
26;1;2018;7;0
26;1;2018;8;0
26;1;2018;9;0
26;1;2018;10;0
26;1;2018;11;0
26;1;2018;12;0
26;1;2018;13;0
26;1;2018;14;0
26;1;2018;15;0
26;1;2018;16;0
26;1;2018;17;0
26;1;2018;18;0
26;1;2018;19;0
26;1;2018;20;0
26;1;2018;21;0
26;1;2018;22;0
26;1;2018;23;0
26;1;2018;24;0
27;1;2018;1;85.889
27;1;2018;2;0
27;1;2018;3;0
27;1;2018;4;0
27;1;2018;5;0
27;1;2018;6;81.901
27;1;2018;7;79.297
27;1;2018;8;85.522
27;1;2018;9;85.522
27;1;2018;10;85.522
27;1;2018;11;87.485
27;1;2018;12;85.522
27;1;2018;13;85.522
27;1;2018;14;85.522
27;1;2018;15;85.522
27;1;2018;16;85.522
27;1;2018;17;85.889
27;1;2018;18;0
27;1;2018;19;85.522
27;1;2018;20;85.522
27;1;2018;21;85.522
27;1;2018;22;85.522
27;1;2018;23;77.763
27;1;2018;24;77.935
28;1;2018;1;77.73
28;1;2018;2;0
28;1;2018;3;0
28;1;2018;4;0
28;1;2018;5;0
28;1;2018;6;0
28;1;2018;7;0
28;1;2018;8;0
28;1;2018;9;0
28;1;2018;10;0
28;1;2018;11;78.25
28;1;2018;12;77.68
28;1;2018;13;0
28;1;2018;14;0
28;1;2018;15;85.89
28;1;2018;16;85.89
28;1;2018;17;77.69
28;1;2018;18;85.522
28;1;2018;19;90.362
28;1;2018;20;90.362
28;1;2018;21;90.362
28;1;2018;22;90.362
28;1;2018;23;85.522
28;1;2018;24;85.522
29;1;2018;1;90.36
29;1;2018;2;85.522
29;1;2018;3;78.31
29;1;2018;4;79.89
29;1;2018;5;84.05
29;1;2018;6;85.522
29;1;2018;7;85.522
29;1;2018;8;93.232
29;1;2018;9;96.11
29;1;2018;10;101.78
29;1;2018;11;101.78
29;1;2018;12;101.78
29;1;2018;13;101.78
29;1;2018;14;101.78
29;1;2018;15;101.78
29;1;2018;16;101.78
29;1;2018;17;101.78
29;1;2018;18;96.11
29;1;2018;19;96.11
29;1;2018;20;96.11
29;1;2018;21;93.232
29;1;2018;22;93.232
29;1;2018;23;93.232
29;1;2018;24;90.362
30;1;2018;1;90.362
30;1;2018;2;90.362
30;1;2018;3;90.362
30;1;2018;4;90.362
30;1;2018;5;85.522
30;1;2018;6;90.362
30;1;2018;7;90.362
30;1;2018;8;93.232
30;1;2018;9;96.11
30;1;2018;10;101.78
30;1;2018;11;101.78
30;1;2018;12;101.78
30;1;2018;13;101.78
30;1;2018;14;101.78
30;1;2018;15;101.78
30;1;2018;16;101.78
30;1;2018;17;101.78
30;1;2018;18;101.78
30;1;2018;19;96.11
30;1;2018;20;96.11
30;1;2018;21;93.232
30;1;2018;22;93.232
30;1;2018;23;93.232
30;1;2018;24;90.362
31;1;2018;1;90.362
31;1;2018;2;90.362
31;1;2018;3;90.362
31;1;2018;4;90.362
31;1;2018;5;90.362
31;1;2018;6;93.232
31;1;2018;7;93.232
31;1;2018;8;96.11
31;1;2018;9;96.11
31;1;2018;10;101.78
31;1;2018;11;101.78
31;1;2018;12;101.78
31;1;2018;13;101.78
31;1;2018;14;101.78
31;1;2018;15;101.78
31;1;2018;16;101.78
31;1;2018;17;101.78
31;1;2018;18;96.11
31;1;2018;19;96.11
31;1;2018;20;96.11
31;1;2018;21;90.362
31;1;2018;22;90.362
31;1;2018;23;85.522
31;1;2018;24;85.522
1;2;2018;1;85.522
1;2;2018;2;85.522
1;2;2018;3;85.522
1;2;2018;4;85.522
1;2;2018;5;85.522
1;2;2018;6;85.522
1;2;2018;7;85.522
1;2;2018;8;90.362
1;2;2018;9;93.232
1;2;2018;10;101.78
1;2;2018;11;101.78
1;2;2018;12;101.78
1;2;2018;13;101.78
1;2;2018;14;101.78
1;2;2018;15;101.78
1;2;2018;16;101.78
1;2;2018;17;101.78
1;2;2018;18;101.78
1;2;2018;19;96.11
1;2;2018;20;96.11
1;2;2018;21;96.11
1;2;2018;22;93.232
1;2;2018;23;93.232
1;2;2018;24;85.522
2;2;2018;1;0
2;2;2018;2;0
2;2;2018;3;0
2;2;2018;4;0
2;2;2018;5;0
2;2;2018;6;0
2;2;2018;7;85.522
2;2;2018;8;90.362
2;2;2018;9;93.232
2;2;2018;10;93.232
2;2;2018;11;96.11
2;2;2018;12;96.11
2;2;2018;13;96.11
2;2;2018;14;96.11
2;2;2018;15;96.11
2;2;2018;16;96.11
2;2;2018;17;96.11
2;2;2018;18;93.232
2;2;2018;19;96.11
2;2;2018;20;96.11
2;2;2018;21;96.11
2;2;2018;22;90.362
2;2;2018;23;90.362
2;2;2018;24;90.362
3;2;2018;1;86.461
3;2;2018;2;86.461
3;2;2018;3;86.461
3;2;2018;4;0
3;2;2018;5;86.461
3;2;2018;6;77.674
3;2;2018;7;86.461
3;2;2018;8;86.461
3;2;2018;9;93.937
3;2;2018;10;93.937
3;2;2018;11;96.077
3;2;2018;12;93.937
3;2;2018;13;91.272
3;2;2018;14;93.937
3;2;2018;15;87.264
3;2;2018;16;91.272
3;2;2018;17;91.272
3;2;2018;18;91.272
3;2;2018;19;93.937
3;2;2018;20;93.937
3;2;2018;21;96.077
3;2;2018;22;93.937
3;2;2018;23;93.937
3;2;2018;24;91.272
4;2;2018;1;91.272
4;2;2018;2;91.272
4;2;2018;3;86.461
4;2;2018;4;77.91
4;2;2018;5;86.461
4;2;2018;6;86.461
4;2;2018;7;78.19
4;2;2018;8;0
4;2;2018;9;0
4;2;2018;10;77.674
4;2;2018;11;86.461
4;2;2018;12;86.461
4;2;2018;13;86.461
4;2;2018;14;77.81
4;2;2018;15;78.12
4;2;2018;16;77.674
4;2;2018;17;78.86
4;2;2018;18;77.674
4;2;2018;19;93.937
4;2;2018;20;93.937
4;2;2018;21;93.937
4;2;2018;22;93.937
4;2;2018;23;93.937
4;2;2018;24;93.937
5;2;2018;1;93.937
5;2;2018;2;91.272
5;2;2018;3;86.461
5;2;2018;4;86.461
5;2;2018;5;91.272
5;2;2018;6;91.272
5;2;2018;7;91.272
5;2;2018;8;96.077
5;2;2018;9;96.077
5;2;2018;10;96.077
5;2;2018;11;99.485
5;2;2018;12;99.485
5;2;2018;13;99.485
5;2;2018;14;99.485
5;2;2018;15;99.485
5;2;2018;16;99.485
5;2;2018;17;96.077
5;2;2018;18;96.077
5;2;2018;19;96.077
5;2;2018;20;96.077
5;2;2018;21;96.077
5;2;2018;22;91.272
5;2;2018;23;91.272
5;2;2018;24;91.272
6;2;2018;1;91.272
6;2;2018;2;87.288
6;2;2018;3;87.288
6;2;2018;4;87.288
6;2;2018;5;87.264
6;2;2018;6;87.264
6;2;2018;7;87.264
6;2;2018;8;91.272
6;2;2018;9;96.077
6;2;2018;10;96.077
6;2;2018;11;96.077
6;2;2018;12;99.485
6;2;2018;13;99.485
6;2;2018;14;99.485
6;2;2018;15;99.485
6;2;2018;16;99.485
6;2;2018;17;99.485
6;2;2018;18;93.937
6;2;2018;19;93.937
6;2;2018;20;93.937
6;2;2018;21;93.937
6;2;2018;22;91.272
6;2;2018;23;91.272
6;2;2018;24;87.288
7;2;2018;1;87.29
7;2;2018;2;86.461
7;2;2018;3;86.461
7;2;2018;4;86.461
7;2;2018;5;86.461
7;2;2018;6;86.461
7;2;2018;7;86.461
7;2;2018;8;93.937
7;2;2018;9;93.937
7;2;2018;10;96.077
7;2;2018;11;96.077
7;2;2018;12;96.077
7;2;2018;13;96.077
7;2;2018;14;99.485
7;2;2018;15;99.485
7;2;2018;16;99.485
7;2;2018;17;99.485
7;2;2018;18;96.077
7;2;2018;19;96.077
7;2;2018;20;96.077
7;2;2018;21;99.485
7;2;2018;22;99.485
7;2;2018;23;99.485
7;2;2018;24;99.485
8;2;2018;1;99.485
8;2;2018;2;96.077
8;2;2018;3;96.077
8;2;2018;4;93.937
8;2;2018;5;93.937
8;2;2018;6;96.077
8;2;2018;7;96.077
8;2;2018;8;96.077
8;2;2018;9;96.077
8;2;2018;10;99.485
8;2;2018;11;99.485
8;2;2018;12;99.485
8;2;2018;13;99.485
8;2;2018;14;99.485
8;2;2018;15;99.485
8;2;2018;16;99.485
8;2;2018;17;99.485
8;2;2018;18;99.485
8;2;2018;19;99.485
8;2;2018;20;99.485
8;2;2018;21;99.485
8;2;2018;22;99.485
8;2;2018;23;96.077
8;2;2018;24;96.077
9;2;2018;1;99.485
9;2;2018;2;96.077
9;2;2018;3;96.077
9;2;2018;4;93.937
9;2;2018;5;96.077
9;2;2018;6;96.077
9;2;2018;7;96.077
9;2;2018;8;99.485
9;2;2018;9;99.485
9;2;2018;10;99.485
9;2;2018;11;99.485
9;2;2018;12;99.485
9;2;2018;13;99.485
9;2;2018;14;99.485
9;2;2018;15;99.485
9;2;2018;16;99.485
9;2;2018;17;99.485
9;2;2018;18;99.485
9;2;2018;19;99.485
9;2;2018;20;99.485
9;2;2018;21;99.485
9;2;2018;22;99.485
9;2;2018;23;99.485
9;2;2018;24;99.485
10;2;2018;1;96.083
10;2;2018;2;93.04
10;2;2018;3;93.04
10;2;2018;4;93.04
10;2;2018;5;93.04
10;2;2018;6;93.04
10;2;2018;7;93.04
10;2;2018;8;96.083
10;2;2018;9;96.083
10;2;2018;10;96.083
10;2;2018;11;96.083
10;2;2018;12;96.083
10;2;2018;13;96.083
10;2;2018;14;96.083
10;2;2018;15;93.04
10;2;2018;16;91.943
10;2;2018;17;91.943
10;2;2018;18;91.943
10;2;2018;19;91.943
10;2;2018;20;93.04
10;2;2018;21;91.943
10;2;2018;22;91.943
10;2;2018;23;91.943
10;2;2018;24;91.943
11;2;2018;1;91.943
11;2;2018;2;91.943
11;2;2018;3;91.943
11;2;2018;4;91.943
11;2;2018;5;91.943
11;2;2018;6;91.943
11;2;2018;7;91.943
11;2;2018;8;91.943
11;2;2018;9;91.943
11;2;2018;10;86.688
11;2;2018;11;86.688
11;2;2018;12;86.688
11;2;2018;13;86.688
11;2;2018;14;91.943
11;2;2018;15;86.688
11;2;2018;16;86.688
11;2;2018;17;91.943
11;2;2018;18;79.077
11;2;2018;19;86.688
11;2;2018;20;91.943
11;2;2018;21;91.943
11;2;2018;22;91.943
11;2;2018;23;91.943
11;2;2018;24;91.943
12;2;2018;1;91.943
12;2;2018;2;86.688
12;2;2018;3;86.688
12;2;2018;4;79.078
12;2;2018;5;76.1
12;2;2018;6;86.69
12;2;2018;7;86.69
12;2;2018;8;79.08
12;2;2018;9;86.688
12;2;2018;10;86.688
12;2;2018;11;79.08
12;2;2018;12;79.08
12;2;2018;13;86.688
12;2;2018;14;86.688
12;2;2018;15;86.688
12;2;2018;16;86.688
12;2;2018;17;86.688
12;2;2018;18;86.688
12;2;2018;19;91.943
12;2;2018;20;91.943
12;2;2018;21;91.943
12;2;2018;22;91.943
12;2;2018;23;86.688
12;2;2018;24;91.943
13;2;2018;1;86.688
13;2;2018;2;79.078
13;2;2018;3;79.078
13;2;2018;4;79.078
13;2;2018;5;79.078
13;2;2018;6;79.675
13;2;2018;7;80.917
13;2;2018;8;76.1
13;2;2018;9;76.1
13;2;2018;10;76.1
13;2;2018;11;76.1
13;2;2018;12;76.1
13;2;2018;13;76.1
13;2;2018;14;76.1
13;2;2018;15;79.078
13;2;2018;16;79.078
13;2;2018;17;86.96
13;2;2018;18;86.96
13;2;2018;19;86.96
13;2;2018;20;86.96
13;2;2018;21;86.96
13;2;2018;22;86.96
13;2;2018;23;86.96
13;2;2018;24;86.96
14;2;2018;1;86.96
14;2;2018;2;86.96
14;2;2018;3;86.96
14;2;2018;4;86.96
14;2;2018;5;86.96
14;2;2018;6;86.96
14;2;2018;7;86.96
14;2;2018;8;86.96
14;2;2018;9;87.16
14;2;2018;10;89.37
14;2;2018;11;88.64
14;2;2018;12;88.64
14;2;2018;13;88.64
14;2;2018;14;91.943
14;2;2018;15;91.943
14;2;2018;16;91.943
14;2;2018;17;88.64
14;2;2018;18;88.64
14;2;2018;19;88.64
14;2;2018;20;88.64
14;2;2018;21;88.64
14;2;2018;22;88.64
14;2;2018;23;88.64
14;2;2018;24;88.64
15;2;2018;1;88.64
15;2;2018;2;88.64
15;2;2018;3;88.64
15;2;2018;4;88.64
15;2;2018;5;88.64
15;2;2018;6;88.64
15;2;2018;7;88.64
15;2;2018;8;88.64
15;2;2018;9;88.64
15;2;2018;10;91.943
15;2;2018;11;91.943
15;2;2018;12;93.04
15;2;2018;13;93.04
15;2;2018;14;96.083
15;2;2018;15;96.083
15;2;2018;16;96.083
15;2;2018;17;93.04
15;2;2018;18;93.04
15;2;2018;19;93.04
15;2;2018;20;93.04
15;2;2018;21;93.04
15;2;2018;22;93.04
15;2;2018;23;91.943
15;2;2018;24;91.943
16;2;2018;1;88.64
16;2;2018;2;88.64
16;2;2018;3;88.64
16;2;2018;4;88.64
16;2;2018;5;88.64
16;2;2018;6;88.64
16;2;2018;7;88.64
16;2;2018;8;88.64
16;2;2018;9;91.943
16;2;2018;10;91.943
16;2;2018;11;93.04
16;2;2018;12;93.04
16;2;2018;13;93.04
16;2;2018;14;93.04
16;2;2018;15;93.04
16;2;2018;16;93.04
16;2;2018;17;93.04
16;2;2018;18;91.943
16;2;2018;19;91.943
16;2;2018;20;91.943
16;2;2018;21;91.943
16;2;2018;22;91.943
16;2;2018;23;91.943
16;2;2018;24;91.943
17;2;2018;1;92.427
17;2;2018;2;84.052
17;2;2018;3;84.052
17;2;2018;4;84.052
17;2;2018;5;84.052
17;2;2018;6;84.052
17;2;2018;7;84.052
17;2;2018;8;84.052
17;2;2018;9;84.052
17;2;2018;10;88.068
17;2;2018;11;88.068
17;2;2018;12;88.068
17;2;2018;13;88.068
17;2;2018;14;88.068
17;2;2018;15;84.052
17;2;2018;16;88.068
17;2;2018;17;84.052
17;2;2018;18;88.055
17;2;2018;19;92.427
17;2;2018;20;92.427
17;2;2018;21;92.427
17;2;2018;22;92.427
17;2;2018;23;92.427
17;2;2018;24;92.427
18;2;2018;1;84.052
18;2;2018;2;84.052
18;2;2018;3;79.165
18;2;2018;4;78.96
18;2;2018;5;78.52
18;2;2018;6;79.165
18;2;2018;7;79.165
18;2;2018;8;0
18;2;2018;9;0
18;2;2018;10;79.165
18;2;2018;11;84.052
18;2;2018;12;84.052
18;2;2018;13;84.052
18;2;2018;14;84.052
18;2;2018;15;84.052
18;2;2018;16;84.052
18;2;2018;17;84.052
18;2;2018;18;84.052
18;2;2018;19;84.052
18;2;2018;20;84.052
18;2;2018;21;84.052
18;2;2018;22;84.052
18;2;2018;23;84.052
18;2;2018;24;84.052
19;2;2018;1;84.052
19;2;2018;2;84.052
19;2;2018;3;84.052
19;2;2018;4;84.052
19;2;2018;5;84.052
19;2;2018;6;84.052
19;2;2018;7;84.052
19;2;2018;8;88.055
19;2;2018;9;94.693
19;2;2018;10;99.52
19;2;2018;11;99.52
19;2;2018;12;99.52
19;2;2018;13;99.52
19;2;2018;14;99.52
19;2;2018;15;99.52
19;2;2018;16;99.52
19;2;2018;17;99.52
19;2;2018;18;94.693
19;2;2018;19;94.505
19;2;2018;20;94.505
19;2;2018;21;94.505
19;2;2018;22;94.505
19;2;2018;23;94.505
19;2;2018;24;94.505
20;2;2018;1;92.427
20;2;2018;2;92.427
20;2;2018;3;92.427
20;2;2018;4;88.07
20;2;2018;5;79.17
20;2;2018;6;84.052
20;2;2018;7;84.052
20;2;2018;8;92.427
20;2;2018;9;94.693
20;2;2018;10;94.693
20;2;2018;11;99.52
20;2;2018;12;99.52
20;2;2018;13;99.52
20;2;2018;14;99.52
20;2;2018;15;99.52
20;2;2018;16;99.52
20;2;2018;17;99.52
20;2;2018;18;99.52
20;2;2018;19;99.52
20;2;2018;20;99.52
20;2;2018;21;99.52
20;2;2018;22;99.52
20;2;2018;23;99.52
20;2;2018;24;99.52
21;2;2018;1;99.52
21;2;2018;2;99.52
21;2;2018;3;94.693
21;2;2018;4;94.693
21;2;2018;5;94.505
21;2;2018;6;92.427
21;2;2018;7;92.427
21;2;2018;8;94.693
21;2;2018;9;94.693
21;2;2018;10;99.52
21;2;2018;11;99.52
21;2;2018;12;99.52
21;2;2018;13;99.52
21;2;2018;14;99.52
21;2;2018;15;99.52
21;2;2018;16;99.52
21;2;2018;17;99.52
21;2;2018;18;99.52
21;2;2018;19;99.52
21;2;2018;20;99.52
21;2;2018;21;99.52
21;2;2018;22;99.52
21;2;2018;23;99.52
21;2;2018;24;99.52
22;2;2018;1;94.693
22;2;2018;2;94.693
22;2;2018;3;94.693
22;2;2018;4;92.427
22;2;2018;5;92.427
22;2;2018;6;92.427
22;2;2018;7;92.427
22;2;2018;8;92.427
22;2;2018;9;94.693
22;2;2018;10;94.693
22;2;2018;11;99.52
22;2;2018;12;99.52
22;2;2018;13;99.52
22;2;2018;14;99.52
22;2;2018;15;99.52
22;2;2018;16;99.52
22;2;2018;17;99.52
22;2;2018;18;99.52
22;2;2018;19;99.52
22;2;2018;20;99.52
22;2;2018;21;99.52
22;2;2018;22;99.52
22;2;2018;23;99.52
22;2;2018;24;94.693
23;2;2018;1;94.43
23;2;2018;2;84.052
23;2;2018;3;78.389
23;2;2018;4;78.389
23;2;2018;5;78.389
23;2;2018;6;84.052
23;2;2018;7;84.052
23;2;2018;8;94.693
23;2;2018;9;94.693
23;2;2018;10;94.693
23;2;2018;11;99.52
23;2;2018;12;99.52
23;2;2018;13;99.52
23;2;2018;14;99.52
23;2;2018;15;99.52
23;2;2018;16;99.52
23;2;2018;17;94.693
23;2;2018;18;94.693
23;2;2018;19;94.693
23;2;2018;20;94.693
23;2;2018;21;94.693
23;2;2018;22;94.693
23;2;2018;23;94.505
23;2;2018;24;92.43
24;2;2018;1;92.497
24;2;2018;2;81.209
24;2;2018;3;81.209
24;2;2018;4;79.043
24;2;2018;5;78.419
24;2;2018;6;88.055
24;2;2018;7;88.055
24;2;2018;8;81.209
24;2;2018;9;88.055
24;2;2018;10;88.068
24;2;2018;11;92.497
24;2;2018;12;88.068
24;2;2018;13;88.055
24;2;2018;14;88.068
24;2;2018;15;81.209
24;2;2018;16;88.068
24;2;2018;17;81.209
24;2;2018;18;81.209
24;2;2018;19;81.209
24;2;2018;20;88.068
24;2;2018;21;81.209
24;2;2018;22;79.043
24;2;2018;23;81.209
24;2;2018;24;81.209
25;2;2018;1;88.254
25;2;2018;2;88.254
25;2;2018;3;88.254
25;2;2018;4;88.055
25;2;2018;5;88.055
25;2;2018;6;88.055
25;2;2018;7;81.209
25;2;2018;8;78.419
25;2;2018;9;81.209
25;2;2018;10;81.209
25;2;2018;11;92.497
25;2;2018;12;92.497
25;2;2018;13;92.497
25;2;2018;14;92.497
25;2;2018;15;92.497
25;2;2018;16;94.24
25;2;2018;17;92.497
